	Pid	period	true label	predicted label	logits
951	20177	ED IIIb (ca. 2500-2340 BC)	2	2	[1.6692076921463013, 6.007024765014648, 8.829645156860352, -0.914059042930603, 1.6846399307250977, 1.6981201171875, -2.1462831497192383, -2.208221673965454, -3.8382408618927, -1.3328713178634644, 1.2582876682281494, -0.7009923458099365, 0.08623023331165314, -4.942981719970703, -2.1981990337371826, 3.3206028938293457, -2.2997283935546875, -1.7519984245300293]
952	247720	ED IIIb (ca. 2500-2340 BC)	2	10	[-0.0013773590326309204, 0.09174470603466034, 2.6006290912628174, 0.5055043697357178, 0.03900103643536568, 0.6208775639533997, -1.1048225164413452, -1.7982861995697021, 2.377467155456543, -0.31580469012260437, 4.884726047515869, -0.8435283899307251, 1.4073110818862915, -2.1610047817230225, -1.2970603704452515, -0.2954067289829254, -1.5877286195755005, -1.1930326223373413]
953	254034	ED IIIa (ca. 2600-2500 BC)	1	10	[-1.3557460308074951, 1.0028746128082275, 5.244368553161621, -1.3980185985565186, 0.8436152338981628, 1.7077550888061523, -2.030673027038574, 0.4588150978088379, 1.0765262842178345, -0.3768506348133087, 6.68276309967041, -2.190739393234253, 1.29264497756958, 0.18572178483009338, -3.9899742603302, -2.493420124053955, -4.47482442855835, -1.0436193943023682]
954	1467	Uruk IV (ca. 3350-3200 BC)	16	16	[0.2907639741897583, -0.611931324005127, -3.9819555282592773, -4.221645355224609, -0.14970673620700836, -0.46979957818984985, -1.177125334739685, -1.6839648485183716, 0.4419693350791931, -0.08036139607429504, -2.6969475746154785, 0.033710919320583344, -3.2749245166778564, -2.688981771469116, 1.41500985622406, 5.436351776123047, 8.094274520874023, 3.794034004211426]
955	476265	Middle Babylonian (ca. 1400-1100 BC)	7	5	[-2.2124695777893066, 0.7539513111114502, 3.5387072563171387, 1.7374873161315918, -0.2782995104789734, 3.6169347763061523, 0.604947566986084, -0.4818483293056488, 0.22895917296409607, 1.708912968635559, -1.614638328552246, -2.0501112937927246, 1.9858850240707397, -4.391854763031006, -1.7472031116485596, 0.3315449357032776, -2.209023952484131, -2.089290142059326]
956	190	Uruk III (ca. 3200-3000 BC)	15	13	[5.816368103027344, 0.4224850535392761, -2.7426838874816895, 0.8279097080230713, 4.811794757843018, -10.228589057922363, -6.859536170959473, -1.8902184963226318, 7.535173416137695, -12.985886573791504, 0.15183387696743011, -10.860136985778809, 5.302443504333496, 7.661334037780762, -12.066378593444824, -1.8428313732147217, -6.544724464416504, 3.4515340328216553]
957	105261	Ur III (ca. 2100-2000 BC)	14	14	[-1.8785754442214966, -3.504927158355713, 2.0836753845214844, 1.8870394229888916, -2.519465923309326, 0.4419441819190979, -0.08893968164920807, 0.3503420948982239, -3.6029632091522217, 0.09797614812850952, 1.7493247985839844, -0.600013017654419, 1.1165688037872314, -1.9869346618652344, 5.168066024780273, -0.4935048222541809, -1.4462307691574097, 1.4877748489379883]
958	257340	Old Babylonian (ca. 1900-1600 BC)	12	3	[-2.1662378311157227, -1.2062450647354126, -0.8217275142669678, 8.183906555175781, -0.6272117495536804, 0.26564502716064453, 2.7233152389526367, 5.535212516784668, 0.09619362652301788, 0.9120907783508301, -4.020778179168701, 2.61845064163208, 6.288758277893066, -5.59453821182251, -2.7301244735717773, -5.4633402824401855, -3.119664192199707, -1.6958674192428589]
959	228108	Old Babylonian (ca. 1900-1600 BC)	12	7	[-0.5525596141815186, -5.487129211425781, -3.9005889892578125, 2.669985771179199, -0.26874053478240967, -2.410107135772705, 3.1954870223999023, 4.144726753234863, 1.3245905637741089, 1.2770864963531494, -4.128870964050293, -1.2198185920715332, 3.425053596496582, -0.6583627462387085, 3.363612174987793, 1.1010940074920654, -0.030669208616018295, 1.1473567485809326]
960	341	Uruk III (ca. 3200-3000 BC)	15	13	[3.498508930206299, 0.9188491106033325, -2.7045254707336426, -0.39628657698631287, 6.802576065063477, -5.900001525878906, -6.868180751800537, -1.7014601230621338, 4.181997776031494, -8.976618766784668, -0.05580053851008415, -10.973949432373047, 3.431083917617798, 7.586880207061768, -8.973237991333008, 2.305070400238037, -6.8725972175598145, 3.2242603302001953]
961	274137	Ebla (ca. 2350-2250 BC)	4	4	[-0.56884765625, 4.176056385040283, 4.078364849090576, 0.0038741230964660645, 9.228758811950684, 0.4089420437812805, -1.94779372215271, 0.45949316024780273, -3.094089984893799, -1.6004340648651123, -2.504150152206421, 2.1389615535736084, -0.5917493104934692, -0.6432089805603027, -5.649453163146973, -0.8542740941047668, -1.2850829362869263, -2.155405044555664]
962	253765	ED IIIa (ca. 2600-2500 BC)	1	3	[-4.423031330108643, -1.136803388595581, -0.20800688862800598, 5.5885162353515625, 0.9049642086029053, 1.2821745872497559, 1.3000774383544922, -1.183088779449463, 1.7518541812896729, 0.641950249671936, -1.0901777744293213, -1.1105334758758545, -1.8404468297958374, 2.2763402462005615, 1.4458566904067993, -1.7511117458343506, -3.3837385177612305, -1.6253525018692017]
963	254033	ED IIIa (ca. 2600-2500 BC)	1	8	[-1.4533628225326538, -2.8973684310913086, -2.16693115234375, 2.536975145339966, -0.08110807836055756, 2.3008272647857666, -0.33276402950286865, -0.7800568342208862, 5.550908088684082, 2.321789264678955, 2.7220089435577393, -2.4302878379821777, 0.5004537105560303, -0.8003652691841125, 0.8588849902153015, -3.7369542121887207, -2.911669969558716, -0.7018753290176392]
964	274184	Ebla (ca. 2350-2250 BC)	4	4	[1.2450165748596191, 0.008768633008003235, -3.578963279724121, 1.4912474155426025, 9.881124496459961, -2.521116256713867, -0.8590062260627747, -1.6148439645767212, 4.530483722686768, -0.2250741720199585, -4.622626781463623, -5.561079502105713, 7.942936420440674, 1.1836307048797607, -8.10094928741455, 1.087669849395752, 0.3443353772163391, -1.6011767387390137]
965	358277	Old Assyrian (ca. 1950-1850 BC)	11	11	[-2.2134456634521484, -1.404139518737793, -1.679274082183838, 1.2967338562011719, 0.5400826334953308, -0.5372346043586731, 2.826540946960449, 0.3989955484867096, 2.568213701248169, 1.110721468925476, -3.4415464401245117, 4.291308879852295, 2.930823802947998, 2.015397787094116, -1.4455045461654663, -0.79859858751297, -0.26868537068367004, -0.26544296741485596]
966	403411	Neo-Assyrian (ca. 911-612 BC)	8	8	[-0.3714958727359772, -1.5084484815597534, -0.9945371747016907, -1.0806090831756592, 1.8346831798553467, -1.2864418029785156, 0.4266199469566345, -0.8084226250648499, 13.330146789550781, 0.37422677874565125, -0.20703443884849548, -0.6908391118049622, -0.9131979942321777, -0.1730499565601349, -1.6776467561721802, -0.05971868708729744, -3.3369216918945312, -1.9573734998703003]
967	1347	Uruk IV (ca. 3350-3200 BC)	16	17	[-0.9429624080657959, -2.5083065032958984, -0.09017203003168106, -2.6151912212371826, -0.1750020831823349, -0.5495156049728394, -0.3723489046096802, 0.9754836559295654, -2.461561918258667, -0.18117240071296692, -3.5750467777252197, -2.6874828338623047, -1.559186339378357, -3.0305545330047607, -0.2584955096244812, 2.2451515197753906, 7.552035808563232, 7.563534259796143]
968	359223	Old Assyrian (ca. 1950-1850 BC)	11	11	[-0.8082101345062256, -2.7421603202819824, -0.6571652889251709, 3.124096393585205, -4.217742443084717, 4.032009601593018, -0.8611411452293396, -0.2813294529914856, -0.25594696402549744, 1.1209828853607178, 0.08014769852161407, 4.13815450668335, -0.046336911618709564, -3.3604705333709717, 1.683639407157898, -1.3441969156265259, 0.6383609175682068, 1.2621469497680664]
969	5121	Uruk III (ca. 3200-3000 BC)	15	8	[0.40948811173439026, -1.7778911590576172, 1.0965391397476196, 0.755736231803894, -1.0476018190383911, -0.4715014398097992, 1.5893415212631226, 0.00771449226886034, 7.140549659729004, 2.17392897605896, -2.330235242843628, 1.1791876554489136, -0.9283817410469055, -2.5046117305755615, -0.23272080719470978, 2.5746309757232666, 0.07327615469694138, -1.9343771934509277]
970	110325	Ur III (ca. 2100-2000 BC)	14	12	[-1.8858410120010376, -1.518311619758606, -0.5297002196311951, 2.8290317058563232, -0.7416169047355652, -0.40704643726348877, -1.428318977355957, 2.294400453567505, 1.9600750207901, 0.5535386800765991, 1.269050121307373, 0.08647887408733368, 5.790867805480957, -1.295382022857666, 3.4332115650177, -2.9136464595794678, -3.5586278438568115, -1.183089256286621]
971	1877	Uruk III (ca. 3200-3000 BC)	15	16	[1.3146826028823853, -1.0869215726852417, -1.6224608421325684, -1.52668297290802, 0.9302101731300354, 0.9143712520599365, -0.5116556286811829, -2.199228048324585, 0.9983091950416565, -0.44481611251831055, -3.792452573776245, -1.888243317604065, -4.024933815002441, -3.0181164741516113, -4.1173577308654785, 6.836702823638916, 8.225573539733887, 4.741322994232178]
972	8429	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-1.9942126274108887, -2.001298427581787, -1.341342806816101, -1.901368498802185, 3.321471929550171, 3.006254196166992, 0.4660760760307312, 4.856489181518555, -0.25866827368736267, -0.9542382955551147, -2.777595043182373, 3.2943859100341797, -3.3030169010162354, 6.61360502243042, -0.8710516691207886, -0.3607311248779297, -1.941204309463501, 0.4858841598033905]
973	252151	Uruk V (ca. 3500-3350 BC)	17	16	[-0.19798347353935242, -3.8732028007507324, 0.3094421625137329, 0.47715020179748535, -3.378854990005493, 4.026429176330566, -1.1646422147750854, 0.18772760033607483, -0.8456997275352478, 0.7400932312011719, 0.6493579745292664, -5.0134358406066895, -4.580563545227051, -0.7601982355117798, -0.9907317161560059, 4.8983259201049805, 6.091178894042969, 3.449796199798584]
974	346925	Middle Babylonian (ca. 1400-1100 BC)	7	0	[4.242530345916748, 0.24308905005455017, 1.0679441690444946, -2.0046496391296387, 0.11280989646911621, 0.016150137409567833, 0.1503477394580841, 3.4849960803985596, 0.07623012363910675, 1.369525671005249, -2.589750289916992, -1.2169265747070312, 3.6909327507019043, -1.338876724243164, -2.948451280593872, 0.1002625972032547, -0.3763914406299591, -0.678276538848877]
975	8876	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-0.6505330204963684, -1.9693360328674316, -2.347477912902832, 3.171881914138794, -0.06181277707219124, -1.2717585563659668, -0.776848316192627, -0.7683073282241821, 2.612863063812256, 1.3903818130493164, -2.880458354949951, -1.0802794694900513, -2.013263702392578, 8.778153419494629, -1.202418327331543, 1.1915366649627686, -0.10343294590711594, -0.4623264670372009]
976	4416	Uruk III (ca. 3200-3000 BC)	15	13	[5.188117504119873, 1.7268954515457153, -4.073150634765625, 1.0037895441055298, 6.1125264167785645, -8.429354667663574, -7.412178039550781, -3.5052359104156494, 6.778162956237793, -14.007201194763184, 0.6395480632781982, -11.946206092834473, 4.033003330230713, 10.088356018066406, -11.825328826904297, -0.20996759831905365, -7.1037211418151855, 1.7609524726867676]
977	229739	Old Babylonian (ca. 1900-1600 BC)	12	12	[-2.702991485595703, -2.014418601989746, -1.6605644226074219, 6.9585041999816895, -1.579466462135315, -0.9573708772659302, 4.083494186401367, 2.375680685043335, 1.7769643068313599, 2.7308244705200195, -1.973874807357788, -1.0526679754257202, 7.086900234222412, -3.353212594985962, -1.7537612915039062, -3.868645429611206, -5.187845230102539, -1.4974292516708374]
978	225767	ED IIIb (ca. 2500-2340 BC)	2	2	[1.1504133939743042, 3.466484546661377, 9.275677680969238, 0.014284223318099976, -0.7884705662727356, -1.9387890100479126, 0.26032719016075134, -1.041419506072998, -4.834186553955078, -0.043044574558734894, 0.2285793572664261, 0.026182986795902252, -0.06864138692617416, -2.9255239963531494, 2.0557196140289307, 1.1228994131088257, -2.845851421356201, -1.6274632215499878]
979	491937	Lagash II (ca. 2200-2100 BC)	5	11	[-0.4616602063179016, 0.9802404642105103, 3.5489494800567627, 0.5262473821640015, -1.8502804040908813, 1.8793890476226807, -0.06434810906648636, 1.0541517734527588, -1.969853162765503, -0.2796664834022522, 2.466464042663574, 5.239253520965576, -2.7249763011932373, -0.2499590516090393, 4.244215965270996, -4.113637924194336, -4.231623649597168, -0.9901851415634155]
980	388140	Lagash II (ca. 2200-2100 BC)	5	5	[-2.0166876316070557, -0.018396899104118347, 2.6338717937469482, 1.7958263158798218, -1.541067361831665, 11.921674728393555, -1.5679678916931152, -4.283653259277344, 2.2531557083129883, -1.0505175590515137, 1.1445924043655396, 0.9087437391281128, -2.367222785949707, -0.9255135655403137, -0.6153197288513184, 0.0449567548930645, -2.5653936862945557, -2.1140482425689697]
981	8707	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-1.2813314199447632, -2.379906177520752, -0.8429573178291321, 1.9680362939834595, -0.17396557331085205, -2.373051166534424, 0.6200743913650513, -0.3260311484336853, 3.4674572944641113, -0.20359039306640625, 2.710758924484253, -1.9086642265319824, 3.3788840770721436, 3.799649477005005, -0.7641013264656067, -1.943757176399231, -2.568209171295166, -1.010783076286316]
982	270648	Neo-Babylonian (ca. 626-539 BC)	9	12	[-0.199611634016037, -1.4186657667160034, -3.3540055751800537, 4.45184850692749, -0.98798006772995, -5.300920486450195, -1.544944405555725, 2.166907787322998, -1.8287829160690308, 3.791266679763794, -1.641822099685669, -2.290409564971924, 8.343295097351074, -0.20675039291381836, -1.080751657485962, -2.9704089164733887, 1.4682706594467163, 0.7388162612915039]
983	221978	ED IIIb (ca. 2500-2340 BC)	2	2	[2.6295413970947266, 4.773860454559326, 13.101171493530273, -1.9556610584259033, 3.882415771484375, -4.862231731414795, -1.211829662322998, -0.7952523231506348, -3.198570728302002, 0.2361752688884735, -4.192065715789795, -1.7332850694656372, -2.492220163345337, -3.839775323867798, -6.581618309020996, 2.7146592140197754, 0.23589837551116943, -2.1233749389648438]
984	212898	Old Akkadian (ca. 2340-2200 BC)	10	10	[-0.17693059146404266, -0.5708176493644714, 2.0387282371520996, 1.538227915763855, 0.22905360162258148, -0.6629610061645508, -1.7424330711364746, -2.0130910873413086, -1.4902260303497314, 0.7058156728744507, 9.77977466583252, 0.40973109006881714, -0.5126661062240601, -1.0583211183547974, -1.575339436531067, -3.306142568588257, -4.140259265899658, -0.3986799418926239]
985	259120	Old Babylonian (ca. 1900-1600 BC)	12	12	[-0.19400236010551453, 1.5835776329040527, -2.057044744491577, 7.089258670806885, -1.075072169303894, -0.004787193611264229, -2.9365344047546387, 4.974595546722412, -3.0894155502319336, 0.06274274736642838, -1.2883278131484985, -1.3576027154922485, 10.973419189453125, -2.7018258571624756, -1.8785985708236694, -6.584380626678467, -3.2084124088287354, -1.7929681539535522]
986	392826	Old Babylonian (ca. 1900-1600 BC)	12	12	[1.4995423555374146, -3.1737051010131836, -3.4757561683654785, 1.8231422901153564, 7.477806091308594, 2.020425319671631, -0.9427070617675781, 2.776216506958008, 1.2928738594055176, -1.5674630403518677, -2.9268012046813965, -4.714723587036133, 10.263060569763184, -2.283388137817383, -7.583897113800049, -1.5353853702545166, -1.6042112112045288, -0.2529459595680237]
987	359186	Old Assyrian (ca. 1950-1850 BC)	11	11	[-0.677695095539093, -1.9942830801010132, -0.0901254266500473, 1.1406654119491577, -0.32925695180892944, 2.395975112915039, -1.261086106300354, -0.1199437826871872, 0.8682113289833069, 1.916188359260559, -0.9821690917015076, 6.540215969085693, -2.4612505435943604, 0.7686880230903625, 1.518921971321106, -1.9697660207748413, -2.1444239616394043, -0.48205289244651794]
988	8405	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-0.1462526023387909, 0.6240748763084412, -0.15078392624855042, -0.8719127178192139, 1.6312825679779053, -1.965613603591919, -1.8811205625534058, 1.5189669132232666, 0.43172115087509155, -1.1590862274169922, -0.6859723925590515, -3.226834535598755, -2.447930097579956, 11.665177345275879, -6.224551200866699, 1.1009652614593506, -0.18592488765716553, 2.4899659156799316]
989	274166	Ebla (ca. 2350-2250 BC)	4	4	[-0.25593075156211853, 0.4909340739250183, 3.507380962371826, 0.8445680737495422, 6.055915355682373, 5.256929397583008, -1.6805049180984497, -0.7569701671600342, -3.178492784500122, 0.5096571445465088, 1.5976333618164062, 0.3634580075740814, -3.3954885005950928, -0.4446195065975189, -4.573453426361084, -3.2923424243927, 0.08674361556768417, -0.4662322700023651]
990	382379	Old Akkadian (ca. 2340-2200 BC)	10	10	[1.543049693107605, 1.9982236623764038, 2.9656288623809814, -1.1079773902893066, 0.8581088185310364, 0.2732655107975006, -2.771847724914551, -0.9670155048370361, -2.2234201431274414, 0.09185419976711273, 5.976676940917969, 0.11602769047021866, -0.3465336859226227, -2.780487298965454, 1.0300697088241577, -1.9303090572357178, -0.329380601644516, 0.416838139295578]
991	359970	Old Assyrian (ca. 1950-1850 BC)	11	11	[0.6752415895462036, -0.14320963621139526, 0.3380144536495209, -1.6435939073562622, -1.0793747901916504, -0.5834723711013794, 0.10334462672472, -0.2874993681907654, 0.40706613659858704, 1.1964552402496338, 1.277718424797058, 8.087372779846191, -1.9895797967910767, -1.7690179347991943, 1.7293939590454102, -2.325559377670288, -1.0778416395187378, -0.8339734077453613]
992	428543	Early Old Babylonian (ca. 2000-1900 BC)	3	2	[0.5642963647842407, -0.3882612884044647, 3.204328775405884, 0.21885764598846436, -3.256113290786743, -0.08344688266515732, -1.0041816234588623, -2.271407127380371, 0.9760065674781799, 2.492779493331909, 2.155081033706665, -1.2016491889953613, -1.3492308855056763, 1.9903689622879028, 1.3776756525039673, 2.117872953414917, -1.3961752653121948, -0.618311882019043]
993	250453	ED IIIa (ca. 2600-2500 BC)	1	2	[2.045790672302246, 3.233029842376709, 5.1354169845581055, -0.9936538934707642, 4.911211967468262, 1.6002211570739746, -1.6810921430587769, -2.11570143699646, -1.098373293876648, -0.6954530477523804, 1.4661836624145508, -3.231228828430176, 0.320122092962265, -3.8782846927642822, -4.074070453643799, 0.7773950099945068, -1.0701979398727417, -1.3767130374908447]
994	8028	Proto-Elamite (ca. 3100-2900 BC)	13	13	[3.2790307998657227, 0.9761075377464294, -0.3245637118816376, -5.316891670227051, 1.9271278381347656, -1.2178974151611328, -0.9370269179344177, 0.688069760799408, -0.6952995657920837, -1.3383210897445679, -0.5392076373100281, -0.00040663033723831177, -2.3146650791168213, 7.658623695373535, -3.9416496753692627, 1.6618449687957764, 1.8411868810653687, 0.6155987977981567]
995	452488	Neo-Assyrian (ca. 911-612 BC)	8	8	[1.1951667070388794, -2.580414295196533, 1.800711989402771, -0.2002604901790619, -0.23584528267383575, -1.161324381828308, -0.3941027522087097, 1.8162438869476318, 9.062633514404297, -0.6740483045578003, -2.2644152641296387, -0.5162144899368286, 2.3283064365386963, -1.6442428827285767, -1.5513379573822021, -1.4156410694122314, -1.5127421617507935, -2.296943426132202]
996	4171	Uruk III (ca. 3200-3000 BC)	15	15	[3.9680089950561523, 4.559414863586426, -1.1572667360305786, -1.7963284254074097, -1.550465703010559, -3.7636845111846924, -1.497493863105774, 0.05430071800947189, -1.9034208059310913, -1.7114248275756836, -4.777388095855713, -3.976639747619629, -0.30381080508232117, -4.752028942108154, -1.7539857625961304, 9.331679344177246, 7.984309196472168, 1.5229555368423462]
997	359231	Old Assyrian (ca. 1950-1850 BC)	11	11	[-0.2271002233028412, -0.5602089762687683, 3.563451051712036, -0.8636521100997925, -1.2657514810562134, 0.21792712807655334, -1.9266746044158936, -0.7406648993492126, 0.1317712366580963, 2.8817663192749023, 2.0675547122955322, 9.256292343139648, -2.7317001819610596, -1.5114673376083374, -0.8068645000457764, -3.0808770656585693, -0.4021199643611908, -1.5481525659561157]
998	251751	ED IIIa (ca. 2600-2500 BC)	1	10	[-1.840912103652954, -1.0410804748535156, 4.8141937255859375, 0.009561978280544281, 1.7657593488693237, 2.917585849761963, -1.2316089868545532, -2.9224066734313965, 2.536992311477661, 1.8044404983520508, 6.53629732131958, -2.6974263191223145, -0.5917600393295288, -3.136915922164917, -2.649275302886963, -1.1438214778900146, -4.879219055175781, -1.7271054983139038]
999	274142	Ebla (ca. 2350-2250 BC)	4	4	[-1.8147305250167847, -1.7029894590377808, -2.009371757507324, 2.9464197158813477, 7.025268077850342, -0.2572009861469269, 0.083282969892025, 0.6989232897758484, 5.606197357177734, 1.4352998733520508, -7.390928745269775, -2.329145908355713, 0.076510950922966, -0.5145881772041321, -4.720935821533203, -0.3115823566913605, 2.1221811771392822, -0.4768865406513214]
1000	1510	Uruk IV (ca. 3350-3200 BC)	16	8	[-1.7433922290802002, -0.905654788017273, 2.172426700592041, -1.5242326259613037, -0.9231583476066589, 0.2790997326374054, 0.7856858372688293, 2.0754144191741943, 2.673240900039673, 1.5527116060256958, -1.1681257486343384, -1.58724045753479, -3.136105537414551, 1.6589291095733643, -1.7292147874832153, 1.4760662317276, 2.0395092964172363, 0.3675037920475006]
1001	428544	Early Old Babylonian (ca. 2000-1900 BC)	3	8	[0.9287048578262329, -4.342668533325195, -0.4682273864746094, 6.17208194732666, 0.02703273668885231, 4.56534481048584, -1.8822921514511108, 3.515019655227661, 6.981988430023193, 3.13559889793396, -2.1456193923950195, -3.9633989334106445, 0.25784966349601746, -0.6265172958374023, 1.8239284753799438, -1.3119125366210938, -4.046043395996094, -5.22855806350708]
1002	264684	ED IIIb (ca. 2500-2340 BC)	2	2	[1.854609727859497, 4.106093406677246, 9.573472023010254, -0.3047453761100769, 1.7849081754684448, 2.273036003112793, -1.6230829954147339, 0.016985071823000908, -2.9717605113983154, -1.483224868774414, 3.7632181644439697, -0.12112782150506973, 1.4737262725830078, -3.611389398574829, -2.4696273803710938, -3.7857508659362793, -5.583015441894531, -2.393542766571045]
1003	216107	ED IIIb (ca. 2500-2340 BC)	2	10	[-0.7700364589691162, -1.0446110963821411, -0.5940807461738586, -1.1782417297363281, -1.8570106029510498, 2.1345958709716797, -1.2971760034561157, 1.2536942958831787, -0.028968986123800278, -0.07556256651878357, 4.546477317810059, -0.029252618551254272, 0.8260853290557861, -1.036472201347351, 0.7475227117538452, -1.0543848276138306, 0.18120750784873962, 0.834911584854126]
1004	167	Uruk III (ca. 3200-3000 BC)	15	16	[0.940075695514679, 0.29595711827278137, 0.18038812279701233, -1.6896404027938843, 1.6454089879989624, -0.5721989870071411, -1.159195065498352, -0.562363862991333, -1.5834728479385376, -1.8788100481033325, -2.0244293212890625, -0.455278217792511, -1.7348124980926514, -0.20480652153491974, 0.5166639685630798, 4.193009853363037, 6.41964864730835, -1.0845756530761719]
1005	213127	Lagash II (ca. 2200-2100 BC)	5	11	[-2.0985050201416016, -2.748353958129883, -2.7716312408447266, 0.48810744285583496, 0.9189260601997375, -0.30389097332954407, 1.0745378732681274, 3.2694590091705322, -3.321850061416626, 0.2515127956867218, -1.2786725759506226, 9.689096450805664, 0.7634903788566589, 3.647918939590454, 1.215564250946045, -4.450695991516113, -2.90505051612854, 0.14653804898262024]
1006	432694	Early Old Babylonian (ca. 2000-1900 BC)	3	10	[0.3544207513332367, 2.1293020248413086, 2.849468946456909, 1.1375852823257446, -0.6228342652320862, 0.2575717270374298, 0.33023667335510254, -0.18469524383544922, 0.703015148639679, 0.4259587824344635, 3.226005792617798, 2.582890748977661, 0.18676993250846863, -0.3053615987300873, 0.46779224276542664, -2.2255630493164062, -3.694277763366699, -2.797671318054199]
1007	221939	ED IIIb (ca. 2500-2340 BC)	2	2	[1.057356357574463, 3.0958595275878906, 9.708545684814453, -2.9283835887908936, 2.6439034938812256, 0.143046572804451, -1.7414326667785645, -1.1279712915420532, -7.012970924377441, -0.4272216260433197, 3.181009531021118, 1.8729474544525146, -3.392247438430786, -0.579825222492218, 0.5727983117103577, -0.06321223080158234, -0.704520046710968, -0.9414166212081909]
1008	258716	Old Babylonian (ca. 1900-1600 BC)	12	12	[-0.6961338520050049, -1.9569551944732666, -0.14910578727722168, 3.759132146835327, -4.045363903045654, -2.419321060180664, 0.0011577308177947998, 1.254052996635437, -0.48038315773010254, -1.2704765796661377, 0.7164821028709412, 0.4963814318180084, 7.680345058441162, 0.29832762479782104, 3.069465398788452, -3.4279863834381104, -3.3929898738861084, -1.1020259857177734]
1009	449041	ED I-II (ca. 2900-2700 BC)	0	0	[3.4432454109191895, -2.182039260864258, 1.4197826385498047, -1.3577197790145874, -3.497110366821289, -2.709130048751831, -0.7445018887519836, 2.026308298110962, -0.4293372929096222, 1.0806176662445068, 3.361618995666504, -0.6774221062660217, 2.351121187210083, 0.31108903884887695, 2.3554370403289795, -0.2417377084493637, -3.200969696044922, -1.0423487424850464]
1010	227983	Old Babylonian (ca. 1900-1600 BC)	12	15	[3.0703701972961426, 0.488722026348114, 0.8921496272087097, -2.21724271774292, 1.417474389076233, -0.449856162071228, 1.7627127170562744, 0.6265265941619873, -0.07549656182527542, -4.065380096435547, -3.2864043712615967, -2.066732883453369, 3.5118203163146973, -2.0908963680267334, -2.9690005779266357, 5.685049057006836, 1.9152542352676392, -1.0058900117874146]
1011	3825	Uruk III (ca. 3200-3000 BC)	15	15	[0.9752846956253052, -0.10033085942268372, 2.1112070083618164, -0.6621732711791992, -3.9287352561950684, 0.6942156553268433, -0.8013487458229065, -2.0006637573242188, -0.03281119838356972, -1.0480926036834717, -0.7864283323287964, -3.619755744934082, 1.4164464473724365, -3.0477945804595947, -2.1057844161987305, 8.513322830200195, 5.486501216888428, -1.3302541971206665]
1012	11020	ED IIIa (ca. 2600-2500 BC)	1	1	[4.500967025756836, 11.245260238647461, 2.462951183319092, -2.276655435562134, -0.23033803701400757, -0.12482782453298569, -2.8109328746795654, -1.3609462976455688, -1.5526655912399292, -2.299612522125244, -1.205989122390747, 2.0086467266082764, -1.4921656847000122, -4.354227542877197, -2.823432683944702, 3.0099804401397705, -0.5253080725669861, -1.5732698440551758]
1013	283896	Old Assyrian (ca. 1950-1850 BC)	11	11	[-0.9002264738082886, -1.9101744890213013, -1.5463885068893433, 5.888010501861572, -3.7134668827056885, -2.425718069076538, 0.16160273551940918, 1.630160927772522, -0.31000301241874695, 0.695209264755249, -0.7246290445327759, 6.288663864135742, 1.6324635744094849, -1.8843055963516235, 1.116158127784729, -2.9354231357574463, -1.6751527786254883, 0.6174764633178711]
1014	117095	Ur III (ca. 2100-2000 BC)	14	3	[-2.5285606384277344, -2.0664944648742676, 0.1579241156578064, 5.570424556732178, 0.03898823633790016, -0.7861742973327637, 2.451136350631714, 3.190305233001709, -2.5822885036468506, 1.7832446098327637, -4.656324863433838, -0.9014981985092163, 5.050175666809082, -2.7141222953796387, 5.332785606384277, -3.0230753421783447, -2.9537711143493652, 0.31148430705070496]
1015	252307	Old Babylonian (ca. 1900-1600 BC)	12	12	[-2.0222601890563965, -2.9780349731445312, -0.5147638916969299, 1.314719557762146, 3.0882155895233154, -0.35424259305000305, -1.4180024862289429, -1.2612366676330566, 4.108874797821045, 1.4383893013000488, 2.6715173721313477, -1.4178680181503296, 4.1753339767456055, -2.6402642726898193, 0.2569575011730194, -2.1280453205108643, -5.034501552581787, 0.5635488033294678]
1016	250679	Old Akkadian (ca. 2340-2200 BC)	10	10	[0.8573660254478455, 0.3616145849227905, 3.9420619010925293, -2.8685383796691895, 1.0800470113754272, 0.25300437211990356, -3.855358839035034, -2.0250601768493652, -3.2492311000823975, -1.3935264348983765, 8.621088981628418, -3.9992270469665527, 2.6716670989990234, -0.5981107354164124, -1.0073899030685425, 4.615165710449219, -2.0651111602783203, -1.2502214908599854]
1017	274181	Ebla (ca. 2350-2250 BC)	4	4	[-3.0266847610473633, -2.0054092407226562, -0.8018327951431274, 6.442676067352295, 14.089091300964355, -3.4204702377319336, 2.5257773399353027, 2.112287759780884, -2.09480881690979, -1.3540977239608765, -6.19295597076416, -3.4077978134155273, 2.9911341667175293, -1.3985748291015625, -5.921353340148926, -5.131143569946289, -0.3625148832798004, 1.6214191913604736]
